,0,,,,,,,,,,
,,"1=yes, 0=no, 2=unsure",,,,,,,,,
Generated Link,ID,Against Ban?,Comment,Attach?,Didactic?,Pediatricician/Gastro/KidsGroup,Parent/Teacher/Professor/Scientist,,Other Notes,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2590,2590,1,See Attached,1,0,,,,,Count Yes,Yes %
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2589,2589,1,,1,0,,,,,2397,91.6985462892119
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2588,2588,1,,1,0,,,,,Count No,No %
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2587,2587,1,,1,1,,Teacher (Educational Equipment Supplier),,,217,8.30145371078806
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2586,2586,0,,1,0,Pediatric Gastroenterologist,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2585,2585,0,,1,0,Safe Kids,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2584,2584,1,,1,1,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2583,2583,1,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2582,2582,1,,1,0,,,,6 respondents,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2581,2581,1,,1,0,,Scientist (Lab Manager),,6 respondents,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2580,2580,1,,1,1,,Parent,,7 respondents,,
,,1,,,,,Parent,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2579,2579,1,,1,0,,Parent,,10 respondents,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2578,2578,1,,1,0,,,,7 respondents,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2577,2577,1,,1,0,,Parent,,8 respondents,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2576,2576,1,,1,1,,Parent,,6 respondents,,
,,1,,,,,Parent,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2575,2575,1,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2574,2574,0,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2573,2573,1,,1,1,,Scientist (Chemist),,2 respondents,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2572,2572,1,,1,0,,,,"2 respondents, 1 for ban",,
,,0,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2571,2571,1,,1,0,,,,2 respondents,,
,,1,,,,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2570,2570,1,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2569,2569,1,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2568,2568,1,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2567,2567,1,,1,0,,Parent,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2566,2566,1,,1,1,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2565,2565,1,,1,1,,Student,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2564,2564,1,,1,1,,Student,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2563,2563,1,,1,1,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2562,2562,1,,1,0,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2561,2561,1,,1,1,,Student,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2560,2560,1,,1,1,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2559,2559,1,,1,1,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2558,2558,1,,1,1,,,,,,
http://www.regulations.gov/#!documentDetail;D=CPSC-2012-0050-2557,2557,1,,1,0,,Student,,,,
